Ym, Pr, L, W, F1, F2, F3, F4, Displacement
429275.0058355292,0.3042298703372652,9644.882220848402,1246.300112534172,1363659.4267973697,4548107.453415091,4716580.8130386835,2737328.417732822,13.955277517068588
88775.03580556279,0.3160013539563864,8772.073039615976,1823.6574005059379,9494139.629019847,3244791.0334287654,1169765.3320339692,1630889.2052253073,28.43080954792529
452597.5607388141,0.3317709121814905,9939.379872783404,1354.4061285579246,6623618.3487121565,1338038.2660624585,4465531.279390536,2915048.276807222,17.209559477737947
286262.512527716,0.11197067014822665,9977.693131157026,1168.997109782251,2698422.9366923217,1403258.2126743582,2259012.3462726893,1824016.0983778946,22.36152236083447
238784.53405606357,0.24470799688985265,8151.5246853073795,1384.2461217978532,4573075.869908792,3818177.4284676206,7284260.504746934,2344536.1260278183,12.499881867193784
434318.8512605524,0.20877261176019743,9568.75229108218,1921.2483156545172,5007248.26898787,1083193.823705934,4882598.89863052,2173682.5811270126,3.0829317062081443
123591.86997547818,0.41997749274860574,8685.018437144665,1191.1805535413498,6925638.897760689,3978133.5553957876,8335367.624416125,1295853.2181087881,70.98733130582174
394519.41259601153,0.4322808563452516,9738.37962641962,1092.4207628783133,2472742.0229509277,2883333.0132786464,8812739.165812366,4512513.732274113,17.49494280773161
353900.8869381327,0.21971513044951335,9423.432964897642,1903.4157131739735,8015281.119075524,3922993.1719201785,4278504.13342431,2447374.5030005164,6.479721979321334
98566.04279261983,0.4389497154577964,9322.794609066672,1672.2931171267019,7294722.309288002,4439737.686957157,5464201.330089084,3861084.6067578136,34.264075194092136
298839.691963429,0.370826137294582,8883.297012104329,1287.884189008079,8082292.90335497,1497802.3244185771,3281319.6838179175,2265117.7824685983,27.223989170567933
404038.953958786,0.3446347201879048,9007.279033031768,1725.269871593099,4392507.853693287,2720743.090165982,3121541.453290745,4303227.803112562,4.501533529319647
164390.60143261967,0.167564864652605,8996.667372530797,1417.6096372379354,4012404.934210932,2597168.880789157,6991616.152853406,3254422.257806364,18.800704484295263
222101.03077810552,0.17995730505218477,8743.386149052729,1018.0764280217958,6062485.69556434,2422167.357616693,9021965.007581294,4149100.606879825,68.82173839451747
200212.4755019237,0.405910631982071,9633.749739675177,1065.3357790592577,5732837.5215175,4062969.6065043774,2571658.5424535973,1704286.5116100358,90.7245199143539
65386.42295437672,0.3799601682136551,8221.621070362047,1273.7631026056627,4926209.79283878,2057048.22182761,1416050.33418431,3161167.048090062,70.62456167863982
116449.99494049007,0.3529498603950463,9683.316958211126,1443.6102014543465,2248910.4927475993,3201043.1479642233,4057370.501417431,1410300.7157521462,22.52433673516048
175174.15830133436,0.2509779136729825,8481.44678402352,1599.864845252495,1027584.7841428269,3692541.4296930875,2717316.3023888282,3549843.6739756316,9.151442993736014
74075.23722752278,0.1284272522854068,9797.70419300436,1717.664058432076,1740104.433415155,2155968.5180954468,7932379.773850777,2545233.2211745316,10.701004059950682
419399.0646026132,0.17234388216021024,9213.170735775668,1980.465644267138,8325978.69666541,1582747.3937878348,6508517.740745769,4275268.263738543,4.2622249390116655
337218.6751221867,0.40091393644505957,8413.490997336725,1696.206774681732,2409712.7223442597,4745380.561153783,8059311.102921605,2006748.567464459,2.976858870721956
458511.0103305594,0.1443722152371372,8031.475938305131,1314.5790264124853,9113386.878728416,3144839.016581919,9960925.105084049,1123639.124068939,14.048955560977655
247962.24406248337,0.276862439087316,9099.466553023676,1475.9716985249827,6406395.9676549435,4611995.045008866,2262742.2109506754,3626611.4394369107,21.251456751265312
445927.77026398416,0.2384157568372141,9150.784920392996,1867.236567102625,1284637.6693037266,1247863.7332641056,5859904.970427899,2371735.0172068514,0.7848399985059439
