Ym, Pr, L, W, F1, F2, F3, F4, Displacement
248402.1140265583,0.4358743170862073,8220.456913698217,1129.9388892811896,7011513.096537932,4554160.407224227,6076312.805506704,1588367.1280819206,38.83956374590863
92484.55987006579,0.4295206946174873,8013.209909890535,1274.9986284032566,5604154.4307953315,4643572.2032068055,9882531.652087979,4759655.344858915,50.21014587052003
108133.02322972562,0.4496646589381119,8610.147988686302,1928.618253944808,2033430.6602733256,2666932.8491340177,4085997.8912999546,2024464.299814235,4.740257062480895
326708.7013447303,0.37407158143353825,9788.425082681684,1001.3998661408732,2106428.3406246817,3962655.4973902856,5926325.672572667,2742144.457223775,38.57363518206315
294888.9318525509,0.35087225910735675,8589.561655233121,1542.1887036029534,9012945.49344109,4905041.233201144,7920243.187675982,3785099.965187839,14.808129376788276
173334.72034046054,0.24566464834958038,9758.121010693165,1906.1406076989942,1581985.941018629,1866255.7906308002,4230503.264787725,3012373.004498771,3.6291723392475923
148740.16143322585,0.41589726175523767,8448.1626768828,1870.2818534504422,4131602.211637577,1460385.4546851362,1918403.4439435205,1439480.1131922794,5.729210741472162
410058.63706261106,0.10108396303664402,8792.699543947676,1414.476697719651,9225747.369530816,2411492.120928536,9701960.437074125,3363000.4047350287,15.639452987478393
140318.45370416658,0.1802269985192793,8885.872908909154,1347.4998876343966,9762055.806629855,3258031.0140835945,8930005.218601286,1890786.8736802568,60.13972248247742
284372.3801415254,0.2926761405142204,9925.57246447705,1218.7454273777348,3695181.8127631177,1761162.0936555718,5278466.339979719,2304734.6376766,23.457460383374837
143951.44730902597,0.14205490982101177,8966.045010694923,1762.394560487702,8039928.102326961,1122752.304786326,6962014.259189207,4601997.908796556,17.426652878909362
350992.051389464,0.20160362384476707,8967.119672621748,1310.4362526924244,3516499.192979256,1987573.6352133788,3029781.207876795,2126858.652922255,10.979601546549855
221580.95587066188,0.1512783427710959,9618.506290489215,1458.7898901427886,8438064.79257167,2480059.74595922,2432073.280930592,2403295.9219878195,31.7887184381126
113208.65313977623,0.2995104436776662,9024.214210857095,1630.2754876627073,6445619.872361348,1026501.6016717742,3881086.763797677,3817421.010547156,24.6062239174035
