Ym, Pr, L, W, F1, F2, F3, F4, Displacement
99600.0,0.3041666666666667,8873.333333333334,1610.0,5950000.0,3413333.3333333335,1090000.0,1920000.0,29.94326652628935
348933.3333333334,0.2948333333333333,8793.333333333334,1976.6666666666667,6430000.000000001,2346666.666666667,2110000.0,2266666.6666666665,3.6512834825180307
451600.00000000006,0.39516666666666667,9220.0,1536.6666666666665,4330000.0,3653333.3333333335,9070000.0,4400000.0,5.908408615568916
460400.00000000006,0.10816666666666667,8393.333333333334,1590.0,3490000.0000000005,4933333.333333334,8230000.000000001,1786666.6666666667,3.59792284379821
84933.33333333334,0.2645,8433.333333333334,1203.3333333333335,9250000.0,1306666.6666666665,5290000.0,1066666.6666666667,124.49605321010822
439866.6666666667,0.3228333333333333,8300.0,1436.6666666666665,6790000.0,1120000.0,5950000.0,3146666.6666666665,8.372567991107342
120133.33333333333,0.17583333333333334,8273.333333333334,1150.0,2110000.0,2213333.3333333335,7570000.0,4533333.333333333,26.186550320919498
243333.33333333337,0.15483333333333332,9473.333333333334,1170.0,1690000.0,1760000.0,8350000.0,4240000.0,13.027230888743162
87866.66666666667,0.27149999999999996,8860.0,1676.6666666666667,7870000.000000001,2240000.0,1390000.0,2213333.3333333335,34.102408828263144
211066.6666666667,0.4418333333333334,8100.0,1396.6666666666667,5590000.0,1093333.3333333333,3850000.0,4720000.0,14.526572728176458
102533.33333333334,0.36483333333333334,9406.666666666666,1063.3333333333333,9610000.000000002,2880000.0,4330000.0,4640000.0,248.375345587057
96666.66666666667,0.4115,8766.666666666666,1483.3333333333335,3850000.0,2613333.333333333,8710000.0,2080000.0,21.510503169306034
498533.3333333334,0.3205,9113.333333333334,1036.6666666666667,7690000.000000001,3520000.0000000005,9790000.000000002,2320000.0,40.010543074820916
375333.3333333334,0.2901666666666667,9393.333333333334,1936.6666666666667,6070000.0,3946666.6666666674,3910000.0000000005,1946666.6666666667,4.457184186908254
193466.66666666666,0.2015,9513.333333333334,1910.0,4270000.0,2480000.0,1990000.0,4586666.666666667,7.666636474200664
354800.0,0.4068333333333334,8753.333333333334,1843.3333333333335,3130000.0,3093333.333333334,1150000.0,4666666.666666667,3.5835044383390957
360666.6666666667,0.21083333333333332,8113.333333333333,1050.0,6550000.0,2080000.0,8770000.0,3226666.6666666665,32.12422359647948
272666.6666666667,0.36249999999999993,9460.0,1083.3333333333333,5650000.000000001,4640000.0,8530000.0,1226666.6666666667,52.335114459342684
146533.33333333334,0.1945,8953.333333333334,1750.0,1150000.0,2773333.3333333335,6250000.0,4693333.333333334,5.498444501680817
