Ym, Pr, L, W, F1, F2, F3, F4, Displacement
384500.0,0.41937500000000005,8075.0,1737.5,6287500.000000001,4050000.0,1562500.0,3850000.0000000005,4.837071141155565
252500.0,0.296875,9475.0,1312.5,4262500.0,4450000.0,1787500.0,1950000.0,28.046181626802603
351500.00000000006,0.200625,9625.0,1287.5,5387500.0,1050000.0,7412500.000000001,3250000.0,20.2168730708411
241500.00000000003,0.34062499999999996,9125.0,1837.5,1787500.0,2750000.0,2687500.0,1750000.0,3.39047584427319
472500.0,0.174375,9325.0,1387.5,5837500.000000001,4250000.0,8987500.0,1350000.0,11.283649758832468
120500.0,0.410625,8475.0,1487.5,7187500.0,1350000.0,4937500.0,1050000.0,28.48886239112543
230500.0,0.139375,9575.0,1862.5,2687500.0,2050000.0,6287500.000000001,2750000.0,3.7005916038116125
208500.0,0.148125,8175.0,1537.5,4487500.0,3250000.0,3812500.0,2150000.0,10.108524976671918
395500.0,0.10437500000000001,8275.0,1912.5,2237500.0,3650000.0000000005,7187500.0,2650000.0,1.358278027714871
274500.0,0.34937500000000005,8375.0,1962.5,3137500.0,1450000.0,8762500.0,1450000.0,2.0379717030128264
263500.0,0.358125,8125.0,1612.5,1337500.0,1650000.0,4262500.0,2450000.0,2.076972195277539
307500.0,0.130625,8875.0,1937.5,2912500.0,3750000.0,1337500.0,2250000.0,3.439445494745483
175500.0,0.253125,8225.0,1187.5,4037500.0,4350000.0,3362500.0,1250000.0,34.46235998499812
98500.0,0.270625,9425.0,1137.5,5612500.0,1250000.0,6737500.0,1850000.0,114.20307718043327
197500.0,0.428125,8025.0,1037.5,9437500.0,3850000.0000000005,3587500.0000000005,4550000.0,87.35709211512251
461500.00000000006,0.19187500000000002,8525.0,1762.5,2012500.0,4950000.0,6512500.0,3450000.0,2.530347550458039
329500.0,0.113125,9975.0,1337.5,7412500.000000001,1950000.0,9662500.000000002,4750000.0,28.487535192793096
186500.0,0.218125,9025.0,1462.5,9887500.0,2650000.0,2462500.0,4650000.0,36.907481104362844
153500.0,0.12187500000000001,8575.0,1087.5,6962500.000000001,2350000.0,6962500.000000001,4150000.0000000005,84.39054235630672
450500.0,0.209375,9075.0,1787.5,5162500.0,4150000.0000000005,2912500.0,3150000.0000000005,4.513240157724935
219500.00000000003,0.279375,8325.0,1987.5,3812500.0,3550000.0,5837500.000000001,3050000.0,3.2368560623796667
65500.0,0.30562500000000004,8675.0,1687.5,8312500.0,4850000.0,7862500.0,4450000.0,45.817126239431474
428500.00000000006,0.323125,8725.0,1512.5,3362500.0,3950000.0,1112500.0,4850000.0,7.647270537793206
340500.0,0.15687500000000001,8425.0,1712.5,7637500.0,2250000.0,8537500.0,3650000.0000000005,6.522026567465438
164500.0,0.18312499999999998,8625.0,1237.5,6737500.0,1150000.0,9887500.0,1550000.0,47.30269061708964
373500.00000000006,0.375625,9725.0,1362.5,8987500.0,1750000.0,5612500.0,4050000.0,25.38787100096619
87500.0,0.165625,9275.0,1662.5,1562500.0,1850000.0,4037500.0,1150000.0,8.617978497733677
439500.0,0.288125,9375.0,1212.5,1112500.0,2450000.0,2012500.0,2850000.0,10.307280301544147
285500.0,0.39312500000000006,9175.0,1887.5,4712500.0,4550000.0,8087500.000000001,4950000.0,5.0425124044008065
483500.00000000006,0.384375,9775.0,1412.5,8087500.000000001,1550000.0,4487500.0,3750000.0,15.725427245172067
494500.0,0.33187500000000003,8775.0,1162.5,8762500.0,2850000.0,4712500.0,4350000.0,27.10917575377754
318500.00000000006,0.401875,8825.0,1562.5,9212500.0,2150000.0,7637500.0,3550000.0,13.347579208265781
362500.0,0.436875,9925.0,1437.5,6062500.0,3450000.0,8312500.0,2050000.0,15.1203752432438
417500.0,0.44562500000000005,8925.0,1262.5,6512500.0,2950000.0,3137500.0,4250000.0,18.376275442232576
142500.0,0.36687499999999995,9675.0,1112.5,4937500.0,4750000.0,2237500.0,2350000.0,111.06638500806625
296500.0,0.22687500000000002,9875.0,1062.5,2462500.0,3050000.0,9212500.0,3350000.0000000005,26.71612727102115
131500.0,0.26187499999999997,9525.0,1012.5,3587500.0000000005,2550000.0,9437500.0,1650000.0,89.91361139159132
76500.0,0.235625,9825.0,1812.5,8537500.0,4650000.0,6062500.0,2950000.0,43.6854611907955
406500.00000000006,0.244375,8975.0,1587.5,7862500.0,3350000.0000000005,5162500.0,3950000.0,9.657360404489417
109500.0,0.314375,9225.0,1637.5,9662500.000000002,3150000.0000000005,5387500.0,2550000.0,39.93912810585254
